CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQtyPerTrans,MinQuantity,MaxQuantity,CustomerTenure,FirstPurchase,PreferredDay,PreferredHour,PreferredMonth,WeekendRatio,AvgDaysBetween,UniqueProducts,UniqueDesc,AvgProdPerTrans,UniqueCountries,NegQtyCount,ZeroPriceCount,CancelledTrans,ReturnRatio,TotalTrans,UniqueInvoices,AvgLinesPerInv,Age,SupportTickets,Satisfaction,Churn,RFMSegment,AgeCategory,SpendingCat,CustomerType,FavoriteSeason,PreferredTime,Region,LoyaltyLevel,ChurnRisk,WeekendPref,BasketSize,ProdDiversity,Gender,AccountStatus,Country,NewsletterSubscribed,RegistrationDate,LastLoginIP
97313,212,33,9789.28,93.37,302.19,-2773.96,8475.65,75676,217.28,-305,6299,286,133,3,0,1,0.5839,209.71,631,922,12.61,2,34,4,39,0.1061,1694,489,84.53,25.5,3.0,3.0,0,Potentiels,18-24,Low,Occasionnel,Hiver,Soir,Europe_N,Nouveau,Moyen,Semaine,Grand,Explorateur,F,Active,Norway,Yes,29/06/22,8.197.25.83
20627,142,17,14462.19,249.05,99.27,-2388.0,7589.32,13847,117.79,-2981,5043,411,689,0,21,5,0.1165,7.3,821,74,41.25,3,4,30,0,0.2452,9037,288,74.03,69.3,0.0,0.2,0,Champions,25-34,High,Régulier,Hiver,Matin,UK,Jeune,Faible,Inconnu,Moyen,Explorateur,F,Closed,Netherlands,Yes,10/04/17,219.109.113.115
18792,64,48,281.46,45.56,247.41,119.02,2970.81,46191,499.49,-869,1560,521,364,4,15,10,0.6148,362.2,102,657,19.98,1,30,15,34,0.5134,3624,437,88.57,30.7,1.0,3.7,0,Potentiels,35-44,Low,Nouveau,Été,Midi,Europe_N,Nouveau,Faible,Weekend,Moyen,Modéré,F,Active,Japan,Yes,20/02/15,174.105.137.209
83969,75,11,13300.96,102.01,371.16,-1803.82,4265.53,33256,794.57,-5578,6036,568,574,1,16,12,0.3978,179.65,537,674,34.48,2,30,1,21,0.9873,4995,380,59.34,,-1.0,4.9,0,Potentiels,35-44,High,Occasionnel,Été,Midi,Europe_N,Établi,Critique,Inconnu,Inconnu,Explorateur,M,Active,United Kingdom,Yes,2017-01-28,132.10.4.242
53001,198,13,8441.66,472.16,385.21,-3323.78,1859.53,27774,653.17,-6379,7072,198,424,1,9,5,0.6782,173.69,943,246,3.64,3,100,8,28,0.8023,7081,437,44.11,47.9,-1.0,1.5,1,Fidèles,35-44,VIP,Régulier,Été,Matin,Autre,Établi,Élevé,Inconnu,Petit,Explorateur,M,Active,Sweden,Yes,03/01/16,234.67.88.4
86552,142,50,8240.75,488.36,249.81,-2371.19,1110.52,8127,232.92,-7241,4195,160,414,6,11,7,0.3148,226.63,180,782,13.55,1,7,1,16,0.1101,9295,130,27.79,48.2,13.0,3.0,0,Champions,35-44,Low,Régulier,Printemps,Matin,UK,Ancien,Faible,Inconnu,Petit,Spécialisé,F,Active,United Kingdom,Yes,09/25/2014,58.129.156.140
33897,315,11,7254.32,191.25,152.61,-4642.52,7227.62,27205,437.27,-2427,3469,388,655,1,18,12,0.5685,2.89,510,410,46.02,1,5,36,29,0.7173,751,441,58.73,58.6,7.0,99.0,0,Potentiels,35-44,Low,Régulier,Automne,Soir,UK,Nouveau,Moyen,Semaine,Moyen,Modéré,Unknown,Pending,United Kingdom,Yes,21/01/17,109.192.178.235
78148,92,31,575.61,462.03,486.87,2044.24,2675.12,99106,855.38,-1640,3952,473,511,0,7,7,0.6128,207.74,477,498,89.92,2,86,19,34,0.8105,7740,493,62.18,20.8,6.0,3.2,0,Fidèles,18-24,Medium,Occasionnel,Hiver,Matin,UK,Ancien,Faible,Weekend,Petit,Explorateur,M,Active,Canada,Yes,2021-03-13,65.111.238.154
33483,304,28,893.09,274.69,331.68,-78.83,8200.59,80163,178.48,-2839,4267,380,384,1,22,2,0.6905,229.76,674,418,49.57,1,52,16,0,0.4143,4414,278,39.9,23.0,-1.0,4.6,0,Fidèles,55-64,High,Régulier,Été,Après-midi,UK,Établi,Moyen,Inconnu,Petit,Spécialisé,F,Pending,United Kingdom,Yes,16/04/20,174.203.52.3
58555,223,44,8814.14,138.52,204.12,-4057.57,9956.09,57764,532.55,-3711,148,630,387,5,7,4,0.7569,108.39,400,211,45.85,2,79,24,3,0.3301,8015,485,93.72,,0.0,2.4,1,Potentiels,25-34,High,Régulier,Printemps,Nuit,Europe_S,Établi,Faible,Semaine,Petit,Explorateur,M,Active,Belgium,Yes,10/12/15,131.191.144.152
27159,290,6,4784.86,352.69,140.23,-3283.06,766.2,37664,356.88,-2554,2171,591,448,0,9,1,0.1364,265.3,997,792,78.97,2,43,18,8,0.5846,9965,245,64.36,44.3,1.0,2.7,0,Champions,45-54,High,Régulier,Printemps,Soir,Europe_E,Ancien,Élevé,Semaine,Moyen,Spécialisé,Unknown,Active,USA,Yes,07/14/2015,176.55.246.32
90077,101,41,13717.66,331.16,365.55,-3974.65,4730.35,55795,125.06,-2508,112,123,563,5,9,5,0.9652,137.76,350,223,27.52,4,48,41,44,0.5192,2087,52,83.91,45.1,14.0,0.2,1,Champions,Inconnu,High,Régulier,Été,Matin,UK,Établi,Faible,Weekend,Moyen,Modéré,F,Active,Netherlands,Yes,08/04/2022,87.141.166.141
45920,266,16,5802.15,494.62,121.09,1125.93,8020.63,31333,50.85,-6512,5119,71,302,4,17,5,0.8436,261.99,215,360,10.41,5,7,7,31,0.2652,5702,209,62.42,,9.0,4.5,0,Dormants,45-54,Medium,Nouveau,Hiver,Après-midi,Europe_E,Nouveau,Moyen,Weekend,Petit,Modéré,F,Pending,United Kingdom,Yes,11/23/2015,67.152.96.76
77121,354,4,1720.86,136.2,85.85,-4057.9,7889.51,35079,556.32,-3742,7156,167,98,5,9,4,0.5623,52.5,383,582,21.75,5,63,10,4,0.3974,3866,352,32.34,18.0,-1.0,1.3,0,Fidèles,Inconnu,Medium,Perdu,Été,Matin,UK,Inconnu,Faible,Weekend,Moyen,Modéré,F,Active,Belgium,Yes,08/11/2019,133.123.29.206
79479,109,35,10578.14,337.67,264.92,2542.82,7599.97,83225,21.73,-3629,7298,283,305,4,6,10,0.8904,333.5,124,20,79.34,4,3,12,13,0.5444,8699,230,73.93,78.4,15.0,4.9,0,Fidèles,25-34,Medium,Perdu,Été,Soir,Autre,Inconnu,Faible,Semaine,Moyen,Spécialisé,F,Active,Belgium,Yes,2018-12-16,170.163.71.13
99475,329,48,4046.98,30.75,144.99,-4794.89,3489.95,23259,104.34,-3541,4164,493,556,3,3,12,0.3824,321.0,292,423,68.03,2,31,12,50,0.5799,329,465,23.8,29.0,6.0,1.0,0,Champions,18-24,Medium,Hyperactif,Été,Soir,Europe_C,Établi,Faible,Weekend,Moyen,Modéré,Unknown,Suspended,Spain,Yes,02/12/14,168.254.151.132
29457,264,26,7644.79,61.25,314.45,-2506.24,4538.53,25571,348.22,-6335,828,35,41,3,0,12,0.0343,54.98,668,121,10.06,3,52,8,25,0.5317,9907,186,60.06,,12.0,1.3,0,Champions,25-34,Medium,Occasionnel,Printemps,Midi,Europe_S,Inconnu,Critique,Semaine,Petit,Modéré,Unknown,Active,United Kingdom,Yes,2021-06-06,233.214.207.198
76557,2,12,10316.41,6.94,58.97,3906.67,5949.68,50119,44.48,-1082,1753,174,467,6,10,7,0.727,342.54,705,173,67.04,1,66,4,22,0.8461,8414,162,40.83,,14.0,2.4,0,Fidèles,35-44,High,Régulier,Printemps,Midi,Unknown,Inconnu,Élevé,Weekend,Grand,Modéré,F,Pending,United Kingdom,Yes,15/01/12,189.18.97.175
87189,84,11,13454.09,499.73,327.47,2185.31,9739.41,7009,401.04,-1377,2940,198,439,5,18,6,0.9433,203.59,328,34,93.22,4,62,17,45,0.0317,3888,199,15.84,18.3,12.0,3.3,1,Fidèles,55-64,Low,Perdu,Printemps,Matin,Europe_E,Inconnu,Moyen,Inconnu,Petit,Explorateur,M,Active,United Kingdom,Yes,17/06/12,186.113.243.183
88953,281,37,11778.96,402.13,141.65,-4270.32,3275.47,60829,131.23,-1168,5728,115,326,2,4,10,0.1619,256.1,565,918,5.45,4,79,39,21,0.333,6817,477,41.91,80.5,0.0,2.2,0,Fidèles,25-34,Medium,Perdu,Printemps,Nuit,Asie,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,Yes,08/03/2013,130.153.87.92
62995,327,25,9983.6,394.43,0.12,3211.26,9231.44,37230,350.52,-5998,3729,314,568,4,7,3,0.6439,306.71,682,71,62.03,4,59,13,26,0.7498,6317,401,31.72,,4.0,1.8,0,Potentiels,65+,Low,Perdu,Été,Après-midi,Unknown,Inconnu,Faible,Inconnu,Moyen,Spécialisé,F,Active,Portugal,Yes,06/21/2019,76.49.241.65
50757,303,18,10034.31,257.31,63.47,-69.65,2693.57,55049,791.37,-7541,3617,219,32,0,1,2,0.8134,30.5,847,545,38.54,4,97,33,24,0.6518,9171,472,12.11,25.6,1.0,2.7,0,Potentiels,Inconnu,Medium,Hyperactif,Hiver,Midi,Asie,Ancien,Élevé,Weekend,Inconnu,Explorateur,F,Active,Italy,Yes,2011-06-05,190.132.93.171
19692,116,19,14161.83,153.53,466.81,3467.83,9890.74,35498,626.74,-568,5406,577,411,2,1,4,0.9051,61.79,98,774,50.6,5,76,21,35,0.9183,3094,456,82.56,,13.0,4.8,0,Fidèles,Inconnu,High,Régulier,Printemps,Midi,UK,Ancien,Faible,Semaine,Petit,Modéré,F,Active,United Kingdom,Yes,07/24/2018,168.45.113.181
55758,220,23,4085.27,79.88,433.68,1007.4,6702.64,27820,445.96,-1318,7173,133,625,4,23,9,0.2765,105.99,659,784,53.29,2,32,47,3,0.588,6954,279,50.36,45.6,14.0,4.8,0,Dormants,18-24,Medium,Occasionnel,Été,Nuit,UK,Inconnu,Moyen,Weekend,Moyen,Modéré,F,Active,United Kingdom,Yes,07/01/2020,58.157.215.169
82409,153,38,-482.76,145.91,116.8,1818.33,4635.11,39315,92.74,-4979,7286,630,113,0,13,10,0.1287,174.18,300,968,77.33,4,21,32,31,0.6382,621,33,35.29,,1.0,1.6,0,Dormants,35-44,VIP,Régulier,Automne,Soir,Europe_E,Jeune,Moyen,Semaine,Moyen,Spécialisé,F,Active,United Kingdom,Yes,08/22/2015,96.133.150.237
81211,152,18,3715.3,191.11,389.19,4935.02,6133.9,94018,619.53,-447,3724,121,507,4,8,5,0.2479,126.31,30,621,56.14,4,30,23,8,0.7049,3466,413,50.99,24.6,1.0,99.0,0,Potentiels,25-34,VIP,Nouveau,Automne,Matin,UK,Jeune,Faible,Inconnu,Moyen,Modéré,F,Active,United Kingdom,Yes,04/05/2010,218.60.240.27
